ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
131,7,8,8,7,7,7,8,8,8,6,5,8,8,10,8,7,7,4,7,7,6
132,0,1,2,3,0,0,1,0,1,0,1,2,1,0,2,2,2,3,1,1,2
133,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6,6,8,6,6,6,5,6,8,6,8,6,6,6,7,8,8,9,7,6,7
136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
138,1,1,2,1,1,2,1,2,2,2,2,3,2,2,1,1,2,1,2,2,1
139,2,2,0,1,4,1,2,2,1,2,1,1,2,3,3,2,0,3,3,3,3
140,58,82,74,48,71,56,55,74,87,52,65,70,46,94,77,74,84,37,81,51,88
141,15,18,22,42,36,33,39,31,25,17,22,33,34,24,43,33,17,68,36,46,35
142,1,1,1,1,1,1,1,1,0,2,1,0,0,1,1,2,1,1,5,3,2
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,3,2,5,4,5,8,9,4,9,6,9,7,10,9,11,14,11,9,9,4,4
145,40,93,179,127,180,114,198,189,140,180,117,166,122,114,87,82,45,69,75,42,78
146,5,23,15,43,30,63,58,84,51,87,63,29,39,20,50,9,19,21,9,9,10
147,6,7,8,6,6,7,9,7,5,6,6,7,6,9,7,8,7,6,6,8,8
148,6,5,12,7,17,12,9,3,3,18,18,16,9,6,6,12,11,11,9,7,13
149,5,5,5,5,6,5,5,5,6,5,5,5,6,5,5,6,5,5,5,5,5
150,1,4,17,16,20,16,7,13,24,10,4,2,28,13,19,19,19,10,31,15,12
151,16,7,9,23,41,32,40,56,63,76,61,74,56,42,32,40,31,34,15,22,25
152,10,4,5,3,10,7,6,8,2,6,5,14,6,4,6,17,8,14,8,17,12
153,0,2,1,1,2,2,2,1,2,1,3,1,2,1,1,1,3,2,2,2,2
154,2,1,3,0,2,1,2,1,1,1,1,0,2,2,1,3,3,2,1,0,3
155,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
156,34,30,12,7,37,47,72,76,57,25,50,60,72,19,16,21,8,10,22,37,7
157,1,1,0,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1
158,3,1,2,3,6,6,3,4,2,5,4,9,6,3,4,7,7,1,5,4,9
159,65,98,136,117,122,106,119,105,145,172,214,122,89,85,85,85,64,70,85,78,71
160,5,9,23,12,15,4,8,16,4,26,5,8,18,11,7,22,14,15,7,9,9
161,62,58,74,77,60,57,57,57,64,89,59,61,65,59,88,77,79,58,58,68,76
162,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1
164,52,76,86,116,70,64,58,75,113,69,73,56,51,43,48,71,67,63,28,39,74
165,0,1,5,7,4,4,6,5,7,6,7,6,3,5,6,5,4,6,2,2,2
166,8,10,6,8,12,16,19,3,13,15,11,7,11,12,14,15,14,8,15,14,12
167,5,3,42,28,30,30,27,15,12,3,22,6,15,12,5,22,8,31,10,16,16
168,1,2,3,1,3,2,3,2,2,3,1,3,0,0,4,1,5,3,4,1,1
169,2,6,3,8,9,9,11,11,9,6,6,8,6,5,3,6,6,6,7,5,7
170,3,8,5,12,13,11,12,10,9,10,15,12,11,7,8,8,8,7,2,6,5
171,1,2,1,4,4,4,1,5,5,4,2,1,2,1,2,1,0,3,2,3,7
172,7,7,11,8,12,5,10,11,10,5,13,4,13,4,6,5,21,5,17,27,26
173,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,2,4,1,3,3,0,0,2,2,2,3,0,5,1,3,1,0,3,3,1
176,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,9,9,10,7,11,7,7,2,12,10,15,6,11,14,9,7,9,6,14,7,15
179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
180,1,1,1,1,0,2,1,1,1,2,2,2,3,2,1,3,2,2,2,2,4
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,1,1,1,1,0,1,0,1,1,1,2,1,2,2,1,0,1,2,1,1
185,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1
186,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
187,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
188,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
189,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1
190,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,1,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,3,3,4,4,3,2,3,2,3,2,3,3,4,4,2,3,3,2,3,2,4
195,4,9,4,11,18,14,12,8,10,6,1,5,7,10,8,5,4,9,7,0,11
196,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,7,7,7,7,7,9,7,8,8,8,9,9,8,7,7,8,8,8,7,7,7
199,1,1,2,1,3,1,1,2,1,2,2,1,2,1,1,0,0,0,1,1,1
200,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,4,7,6,0,2,6,3,9,6,5,11,7,7,8,10,7,9,7,7,5
204,1,1,1,1,0,1,1,2,1,0,1,2,0,1,0,1,1,0,1,1,1
205,12,9,6,11,8,10,13,6,3,11,6,11,5,12,4,3,5,10,13,13,11
206,3,5,2,3,7,4,7,4,4,6,5,4,5,6,8,5,3,2,6,6,3
207,18,14,22,34,46,32,21,33,42,61,44,36,44,55,56,59,68,49,74,54,48
208,33,30,28,29,27,35,29,39,40,38,48,36,41,29,33,34,39,27,28,30,26
209,13,15,13,14,16,15,14,14,13,14,17,20,16,15,17,18,21,16,19,15,13
210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
212,5,6,8,7,7,5,6,6,6,8,9,6,5,6,6,5,6,6,6,6,5
213,2,3,1,4,3,3,4,4,2,2,2,4,5,5,3,4,6,3,4,4,6
214,2,2,3,3,3,2,2,2,3,4,2,3,4,3,3,2,3,2,4,4,3
215,2,3,2,2,2,3,2,2,1,2,2,3,2,2,1,4,2,1,3,2,2
216,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
217,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1
218,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1
219,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
220,13,17,17,17,16,19,13,15,12,15,21,15,11,17,12,13,12,15,16,13,13
221,29,34,36,26,29,25,24,52,42,42,45,36,31,35,38,38,32,46,52,43,43
222,23,26,18,13,8,24,26,17,16,12,10,27,12,11,10,21,30,17,10,11,10
223,12,16,13,11,9,10,10,12,16,16,13,15,8,15,8,13,8,11,4,9,14
224,47,52,48,47,47,49,47,49,47,47,56,53,49,49,47,47,50,48,48,48,57
225,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
226,3,2,3,3,2,3,1,2,3,4,3,3,2,2,1,1,1,4,4,3,1
227,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,1
228,22,22,22,22,22,23,22,23,23,22,22,23,22,25,27,24,25,26,24,24,27
229,5,24,8,14,17,11,0,5,8,7,14,7,16,20,5,16,13,9,18,11,7
230,1,1,1,0,1,1,1,0,0,1,1,1,2,1,0,1,0,0,0,1,1
231,3,2,2,2,2,2,2,2,3,2,2,1,2,1,2,1,2,2,1,2,2
232,8,5,4,5,4,2,4,8,6,4,8,6,4,4,5,4,8,11,11,7,8
233,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
234,4,5,4,5,5,5,6,5,4,4,4,4,4,4,4,4,4,5,4,5,4
235,7,2,2,2,2,2,5,5,2,2,4,5,5,1,5,6,3,4,3,2,4
236,5,1,4,3,4,4,2,3,4,3,2,3,5,3,7,4,4,4,3,5,5
237,3,3,1,1,3,2,4,0,1,2,1,2,3,3,2,1,4,3,2,1,5
238,2,2,2,3,6,2,0,3,2,2,2,1,2,1,1,0,1,2,3,1,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1,1,1,0,1,1,2,1,1,1,1,1,1,2,1,0,0,1,1,2,1
242,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,1,2,1
243,24,14,19,9,29,31,14,32,20,27,15,23,20,29,42,27,30,21,23,40,9
244,1,0,2,1,2,0,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1,7,7,4,3,6,4,6,5,6,4,5,3,5,2,3,3,4,6,6,5
247,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8
248,138,96,73,176,109,70,84,71,88,86,76,88,111,118,101,89,103,100,126,137,106
249,16,17,14,29,24,15,11,17,26,28,24,18,9,24,7,8,20,15,26,30,37
250,11,13,18,20,13,13,12,8,21,20,15,14,18,19,19,11,16,16,9,13,20
251,112,112,112,112,131,124,118,113,112,112,113,112,118,112,116,118,113,112,113,113,116
252,15,14,13,20,11,21,12,9,15,16,21,12,11,18,15,23,6,17,32,23,12
253,10,6,10,6,10,13,10,13,6,13,13,18,12,12,13,14,8,13,14,14,13
254,34,90,95,85,111,97,129,123,101,116,107,162,117,121,122,97,117,109,114,71,86
255,25,42,47,51,48,37,46,16,38,24,35,48,54,60,56,38,49,63,49,42,39
256,94,151,94,63,113,117,139,135,100,95,113,101,63,92,150,103,146,122,144,153,135
257,32,38,35,28,31,20,36,33,22,23,36,21,26,35,23,25,14,40,20,19,30
258,2,0,1,2,1,0,1,2,1,1,1,2,0,2,1,0,2,3,2,2,1
259,2,1,1,2,1,2,2,2,2,3,3,3,3,4,4,4,2,3,3,2,1
260,29,24,12,15,11,21,19,12,30,36,23,48,37,19,27,38,26,22,25,22,17
261,1,2,2,2,2,1,2,2,2,1,1,2,2,3,2,1,1,2,1,2,2
262,5,4,10,2,16,6,0,7,10,3,1,5,11,15,3,7,10,9,5,7,9
263,1,2,2,1,0,6,1,0,2,4,3,5,4,3,1,1,2,4,3,1,4
264,2,1,1,2,0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1
265,4,7,8,6,4,8,6,10,6,5,3,7,2,6,8,11,6,10,6,10,12
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,10,9,12,14,13,11,15,13,13,13,11,14,14,13,14,11,15,13,16,14,14
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,2,2,0,1,2,2,1,2,1,1,1,0,1,1,1,3,1,1,0,2
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,21,28,19,20,13,13,12,24,14,21,20,12,23,12,5,19,3,18,23,38,25
272,71,149,217,201,121,172,92,79,167,160,162,175,146,155,97,124,175,130,231,168,169
273,19,25,16,21,8,14,17,15,16,10,16,22,15,23,15,23,27,12,14,23,23
274,108,55,95,77,141,145,185,47,168,109,125,119,112,102,150,86,127,154,177,56,171
275,23,13,11,17,6,20,29,17,23,20,20,26,15,7,23,13,14,23,21,15,15
276,2,2,1,2,1,3,1,1,2,1,3,5,5,6,6,2,5,2,3,1,2
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,21,6,9,10,12,0,19,29,20,5,8,0,33,19,25,24,9,3,3
279,4,4,6,6,6,5,5,6,6,7,5,6,6,4,5,6,5,5,5,4,3
280,19,21,33,33,27,26,15,20,26,24,34,20,29,23,29,35,16,27,29,26,21
281,42,41,49,52,40,34,29,42,38,23,40,33,31,33,34,52,67,61,77,82,98
282,11,6,13,11,10,8,8,7,8,8,11,13,6,8,7,8,9,11,8,16,6
283,0,8,2,2,7,5,2,0,18,18,2,11,15,7,1,5,5,15,10,1,3
284,1,1,5,2,3,0,4,1,3,1,1,3,0,3,0,2,6,0,3,2,3
285,19,39,38,31,16,28,13,20,25,17,19,22,19,12,17,33,33,25,24,20,12
286,27,77,115,172,136,86,104,101,107,129,150,82,65,90,82,131,133,149,108,146,35
287,3,3,7,4,6,6,5,4,3,4,3,6,6,4,3,5,3,5,4,6,5
288,2,2,0,1,2,0,2,3,2,0,2,1,3,0,2,1,1,2,1,0,1
289,1,2,1,1,0,2,0,2,0,1,1,2,2,2,0,0,1,2,1,4,1
290,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0
291,6,5,7,6,9,4,8,9,8,10,9,14,2,6,14,6,5,11,9,10,7
292,11,17,7,10,7,17,15,12,18,17,9,13,7,14,21,22,23,16,13,13,18
293,1,3,7,8,5,7,5,2,2,5,8,5,3,5,5,6,8,6,11,10,6
294,14,14,14,16,15,14,14,14,15,17,14,14,14,14,15,14,14,14,14,14,14
295,3,5,3,3,2,4,4,2,3,3,2,2,2,2,8,3,4,6,3,8,5
296,4,4,3,7,3,3,4,3,5,4,3,3,6,6,5,2,5,4,4,4,5
297,1,0,3,2,3,2,1,2,1,0,2,1,1,3,2,0,1,2,3,2,2
298,6,11,13,12,14,17,13,4,13,8,10,6,13,11,9,9,14,16,19,12,6
299,6,4,4,7,2,6,5,7,5,5,3,4,3,6,5,3,6,4,3,2,2
300,12,11,16,10,10,17,16,13,17,8,17,13,10,20,5,10,15,10,23,19,6
301,22,28,34,20,37,22,32,26,29,22,22,32,52,26,57,24,61,26,21,52,23
302,10,11,10,9,9,10,14,9,11,9,9,14,11,9,12,16,10,10,12,12,10
303,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
304,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
