ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
20,1,0,1,2,3,0,1,2,2,2,1,2,1,1,2,2,2,3,1,2,2
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1
23,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1
29,1,2,2,2,1,2,2,2,1,2,3,4,3,3,2,4,4,3,3,3,3
30,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,7,7,7,7,7,7,7,9,7,7,7,6,7,8,7,10,8,7,8,8,7
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,4,4,4,6,5,7,6,4,5,5,5,5,4,6,4,3,5,6,6,7
36,4,7,5,5,9,6,5,6,3,6,8,5,5,5,5,6,5,7,5,6,4
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,33,26,36,47,45,42,42,73,89,67,59,65,82,84,80,77,96,98,75,72,120
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,7,6,7,11,4,3,4,8,2,7,8,4,5,7,5,4,4,4,4,6
43,4,4,7,1,6,5,2,3,5,3,10,2,4,4,8,11,0,1,4,4,7
44,4,4,7,7,8,6,4,5,5,7,10,5,11,8,8,5,7,5,8,6,4
45,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3
46,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,1
47,24,41,33,41,36,31,31,27,37,40,30,45,36,33,36,30,39,44,37,47,37
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1
50,5,4,5,5,5,5,5,5,5,7,5,6,7,7,6,7,5,6,7,5,6
51,12,12,16,12,12,12,9,11,10,10,9,11,10,13,11,11,13,12,12,11,14
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,1,0,1,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2
54,13,12,10,11,10,11,10,11,11,11,9,11,11,10,10,9,10,11,10,11,11
55,1,2,2,1,3,2,4,3,4,3,4,4,3,1,3,2,3,4,3,2,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
67,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
68,2,2,2,2,2,2,2,3,3,4,4,2,3,2,3,3,4,4,3,3,3
69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
70,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,4,3,5,4,4,3,4,2,5,4,6,6,4,4,5,5,4,6,5,7
77,5,3,4,5,3,6,3,6,3,5,4,6,3,6,4,4,5,5,3,7,3
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7,11,8,9,8,8,9,9,10,9,9,9,8,9,10,10,10,9,12,10,13
83,2,1,3,3,1,1,1,4,2,5,2,2,4,1,4,1,0,6,2,5,5
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
98,1,7,5,5,4,5,3,3,2,2,6,2,3,1,2,4,2,3,2,2,2
99,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,9,10,13,12,19,10,13,14,20,12,15,10,11,17,15,21,14,20,23,20
102,3,5,4,6,4,4,5,4,4,4,6,5,5,6,3,6,5,7,9,8,5
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,1,2,3,2,2,2,1,1,2,1,2,3,2,1,1,2,1,1,2,2
105,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
106,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,37,29,33,31,32,35,32,26,31,34,30,32,31,29,37,32,35,35,36,35,35
111,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
112,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
113,1,1,1,2,2,1,1,2,2,1,1,2,1,2,3,0,1,1,1,2,2
114,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
115,1,1,1,1,1,1,1,0,1,2,2,2,2,1,2,1,1,1,2,2,2
116,3,2,3,2,3,4,4,4,3,3,2,4,3,2,1,4,4,2,4,3,4
117,24,23,21,21,20,19,22,20,20,21,19,20,19,19,20,19,19,19,19,19,20
118,1,1,2,2,2,2,1,2,2,3,1,2,2,1,1,2,1,2,2,2,2
119,10,10,10,10,10,11,10,11,10,11,9,10,11,10,9,9,10,9,9,10,9
120,10,10,10,10,9,9,10,10,10,9,9,10,10,9,9,9,9,10,9,9,9
121,1,0,0,1,1,2,2,1,0,1,1,2,1,2,2,2,1,2,2,3,4
122,1,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,2,2,3,2,2
123,4,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,3,3,4,3,3
124,8,7,6,6,6,6,7,7,6,6,7,6,6,7,6,6,7,6,6,6,6
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
130,1,1,1,3,2,2,1,1,1,2,0,2,3,1,2,2,1,1,2,2,2
131,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,5,4,4
132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
133,5,5,6,6,5,5,6,5,5,5,5,6,6,5,5,5,5,5,6,6,5
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6,6,5,5,5,5,5,5,6,5,7,7,6,6,7,7,7,7,5,6,6
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0
139,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1
140,23,34,31,23,34,23,27,36,34,35,29,28,26,35,34,33,37,26,37,27,29
141,16,22,25,29,27,30,28,24,25,23,31,33,26,26,35,31,24,44,40,33,29
142,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2,2,2,2,4,3,3,3,3,3,4,3,4,3,3,4,5,4,6,2,2
145,31,51,73,77,84,70,93,91,83,91,66,89,76,63,55,41,29,41,33,30,37
146,4,12,6,18,21,34,28,42,33,42,28,24,25,19,20,9,5,9,9,13,11
147,5,5,6,4,5,5,7,5,4,5,5,5,5,5,5,5,5,4,4,5,5
148,3,3,6,5,8,6,4,2,2,9,8,9,5,4,3,5,5,5,5,4,6
149,6,4,4,4,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4
150,0,1,6,7,10,8,4,8,10,6,2,4,10,5,8,7,7,9,13,11,8
151,8,7,7,12,19,17,19,28,33,33,30,34,28,24,20,16,12,14,11,14,14
152,3,2,2,3,5,3,3,3,2,3,3,6,2,4,2,6,3,5,4,6,5
153,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
154,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,20,15,14,11,24,32,37,32,36,27,23,32,28,17,14,11,11,12,11,22,8
157,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
158,2,1,2,2,3,2,2,2,1,2,2,3,2,1,2,3,3,2,2,2,3
159,57,66,76,73,68,72,76,64,88,98,114,77,63,52,62,50,46,55,50,55,50
160,2,3,8,7,4,2,4,8,3,9,3,5,6,3,2,11,5,6,5,3,3
161,52,44,47,47,38,38,42,40,40,47,51,38,46,38,51,44,42,36,35,43,45
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,35,52,55,66,50,46,33,41,60,44,41,39,29,31,42,45,47,40,29,30,40
165,0,1,2,4,2,1,3,3,4,3,3,2,2,2,3,2,2,3,1,3,1
166,4,5,4,5,6,7,7,4,5,7,5,4,7,6,6,6,7,4,6,6,6
167,9,13,22,16,12,23,16,12,13,8,14,12,11,13,13,12,11,21,13,8,11
168,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0
169,1,3,1,4,4,4,4,4,4,2,2,3,2,2,2,3,3,2,2,2,2
170,2,3,2,5,6,5,4,5,5,6,8,7,6,5,5,4,4,4,1,3,3
171,1,1,1,3,4,3,1,3,3,3,1,2,2,2,1,2,1,2,2,2,5
172,6,6,9,9,10,5,5,8,9,5,5,6,10,8,7,6,11,8,7,16,13
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,3,3,3,3,5,4,2,2,4,4,6,2,4,6,4,3,3,2,5,3,5
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,2
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
185,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
195,3,5,4,4,6,5,5,5,4,3,2,2,4,4,2,4,4,3,3,2,7
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,6,6,5,5,5,5,5,6,6,6,7,6,6,5,5,5,5,6,5,5,5
199,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1
200,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,2,3,3,1,3,2,3,6,4,2,4,3,4,4,3,3,4,3,3,3
204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,5,4,2,4,4,6,6,3,2,3,3,6,3,5,5,4,6,6,6,7,5
206,1,2,1,1,4,2,2,2,2,2,1,1,2,2,4,2,2,2,2,3,2
207,12,17,15,19,22,18,17,20,22,30,24,22,24,23,27,25,29,23,34,27,25
208,25,27,26,25,24,25,25,30,30,32,30,25,26,22,25,23,25,21,23,23,21
209,11,12,12,13,13,11,11,11,11,12,12,13,12,10,13,12,13,13,13,11,10
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
212,5,5,5,5,6,4,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5
213,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3
214,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
215,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
216,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6,7,7,7,8,8,5,7,5,7,8,5,5,5,4,5,5,6,7,6,7
221,25,26,27,24,24,21,23,29,25,26,25,23,21,21,22,24,22,26,28,27,25
222,11,11,10,8,11,10,12,11,8,7,9,13,9,13,8,8,13,12,6,7,7
223,4,5,5,4,3,3,5,6,5,6,5,6,3,6,5,5,3,5,3,5,7
224,45,49,48,47,39,42,44,41,42,42,49,42,45,46,41,41,45,41,42,39,49
225,37,37,34,33,31,30,32,32,30,30,29,29,28,28,29,29,29,28,29,29,28
226,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,0,0,2,2,1,1
227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,21,18,17,17,16,17,18,15,15,15,15,15,15,16,17,16,16,16,16,16,18
229,3,7,4,5,6,4,2,2,5,4,6,4,5,7,4,8,5,3,9,4,5
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
232,3,3,2,2,2,1,2,3,2,2,3,3,3,2,2,2,4,5,5,3,4
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3
235,3,1,1,1,1,1,2,2,1,2,1,1,3,1,2,2,1,2,2,1,1
236,2,0,1,1,1,1,0,1,1,1,0,1,2,1,2,1,1,1,1,1,1
237,1,1,0,1,1,0,1,0,0,1,0,1,1,2,1,1,1,1,1,0,2
238,1,0,0,1,2,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
242,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1
243,12,6,8,6,14,15,10,15,11,11,9,10,10,13,19,15,16,10,8,17,9
244,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2
247,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6
248,79,74,58,92,73,58,69,70,69,75,62,75,86,79,87,75,68,79,83,88,77
249,7,8,9,12,11,9,7,10,13,13,12,7,3,8,4,6,9,7,10,11,14
250,5,6,8,10,6,7,7,6,10,9,8,8,9,7,9,7,7,8,6,7,10
251,114,118,116,117,121,121,119,118,119,114,109,112,111,110,113,108,110,115,111,112,110
252,6,4,6,7,4,7,4,6,5,6,9,6,5,7,7,10,6,6,12,8,5
253,3,3,3,3,4,5,3,5,3,6,4,5,4,4,5,5,3,5,5,5,4
254,27,49,48,50,53,49,59,56,50,53,54,61,52,50,54,52,54,57,55,42,50
255,19,33,30,30,32,32,25,18,23,24,24,26,31,31,33,28,29,30,32,26,25
256,56,67,52,48,59,63,71,63,64,59,56,51,43,47,66,60,73,65,62,73,61
257,13,14,11,13,16,11,17,16,10,12,14,13,14,15,15,16,9,19,11,14,16
258,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
259,0,0,0,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0
260,9,11,6,9,9,10,8,8,15,16,11,20,17,13,12,16,14,12,14,13,9
261,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
262,1,2,3,1,6,3,0,4,3,2,0,4,4,5,2,3,4,3,3,2,3
263,1,1,1,1,0,2,1,0,1,2,1,2,2,1,1,0,1,1,1,1,2
264,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
265,2,3,3,3,3,3,2,5,3,3,2,3,2,2,5,4,3,4,3,4,4
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,4,3,4,5,5,4,6,5,5,5,3,4,5,4,5,4,5,5,6,5,5
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,9,13,10,16,11,9,10,11,11,14,11,11,12,6,6,10,3,9,13,16,14
272,59,93,110,106,89,102,65,73,96,102,96,106,99,90,85,92,96,88,113,100,97
273,11,13,8,11,6,9,10,12,9,8,10,12,6,10,9,14,18,11,12,15,9
274,41,29,52,35,54,56,69,43,57,65,51,54,49,39,60,38,48,58,66,50,76
275,9,11,9,16,12,15,16,12,15,14,14,14,10,6,15,11,14,14,16,11,11
276,1,0,0,1,0,2,0,0,2,0,2,2,2,2,3,1,2,2,2,1,2
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1,3,9,6,2,8,6,3,9,11,7,5,5,4,14,12,16,16,9,6,8
279,1,2,3,2,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,2
280,5,7,11,11,7,8,5,8,9,11,12,9,10,7,9,15,10,11,11,11,9
281,19,21,23,26,21,22,19,22,24,21,22,21,20,18,21,28,34,31,37,43,42
282,4,3,4,5,4,4,4,4,4,5,5,5,5,4,4,4,4,6,5,5,3
283,0,3,2,2,2,3,1,0,7,5,3,7,5,5,1,3,1,6,6,2,2
284,0,0,1,1,2,0,1,0,1,0,0,1,0,1,0,1,2,1,1,0,1
285,8,17,16,13,5,11,7,10,12,10,8,10,6,8,11,14,14,11,12,9,7
286,12,32,43,65,45,39,40,49,44,66,55,40,39,38,47,64,62,60,58,64,25
287,1,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3
288,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1,2,2,2,3,2,3,3,3,4,3,5,1,3,4,2,2,4,3,4,2
292,3,5,4,5,4,7,6,6,7,8,4,7,5,6,9,8,8,6,6,6,6
293,0,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,3,2,4,4,2
294,12,12,10,13,16,11,12,10,11,12,11,12,9,11,11,13,12,12,12,19,15
295,2,2,2,2,1,1,2,1,1,1,2,1,1,1,4,2,2,2,2,3,2
296,2,2,1,3,2,1,1,1,2,2,2,2,3,2,2,1,2,1,2,2,2
297,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
298,4,5,5,6,7,8,6,4,7,5,4,6,5,4,6,7,6,8,10,8,4
299,2,1,2,3,1,2,2,3,2,1,1,1,2,2,1,2,3,2,2,2,1
300,3,5,7,6,4,8,8,6,7,5,8,7,6,6,4,6,9,6,12,8,8
301,18,19,22,17,19,17,20,14,21,13,18,20,24,16,26,15,24,18,18,23,14
302,8,7,8,6,6,6,8,7,7,5,7,7,7,6,7,10,6,5,9,6,6
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
