ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
56,1,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1,0,1,0,0,1
57,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,2,0,2,1,2,1,2,1,3,1,2,1,0,1,2,1,2,1,1,0
61,4,2,1,2,2,3,2,4,3,0,2,1,2,2,1,1,3,4,3,4,2
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,2,0,1,1,0
66,1,3,2,3,1,4,2,3,5,3,2,3,2,3,3,4,3,3,2,3,3
67,1,1,1,2,1,1,1,0,2,2,1,2,0,1,2,1,2,2,1,1,2
68,2,4,5,5,4,4,5,6,9,5,6,7,4,6,6,6,5,7,9,4,2
69,1,0,2,1,2,1,1,0,2,0,2,2,2,2,1,0,1,2,1,3,1
70,0,2,2,2,2,1,1,2,1,1,1,1,0,1,1,1,1,1,2,2,2
71,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,2,1,0,1,1,1
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8,8,4,10,13,9,12,3,11,13,9,11,10,14,14,13,15,8,17,15,14
77,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,6,5,5,6,4,4
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,12,10,10,12,10,11,13,14,20,15,13,21,10,12,12,11,17,13,15,19,23
83,4,7,13,3,5,5,12,3,2,4,7,2,1,5,2,16,6,5,5,11,8
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1
98,7,17,9,11,18,19,3,9,10,16,12,16,6,12,6,24,20,19,11,20,14
99,0,2,3,2,1,2,2,3,4,3,3,2,2,4,3,2,2,2,2,3,2
100,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
101,2,34,23,43,45,15,6,16,17,23,33,20,30,37,36,18,55,35,33,41,31
102,10,12,8,12,14,12,10,8,11,16,13,21,5,9,9,12,12,13,11,18,18
103,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
104,2,2,3,4,4,5,1,2,0,4,2,6,2,2,0,0,1,1,2,2,1
105,1,1,1,2,2,2,1,1,2,3,2,3,2,1,3,2,2,2,2,0,3
106,1,1,2,1,2,2,5,4,2,5,3,2,3,3,4,4,2,3,2,2,3
107,1,1,2,2,2,3,3,3,1,2,2,2,3,2,1,2,3,3,2,2,2
108,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0
109,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
110,46,33,53,49,32,39,38,44,45,44,41,35,46,39,61,34,38,38,42,44,53
111,2,4,2,2,2,0,3,2,1,2,2,1,1,1,1,2,1,0,1,3,0
112,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
113,2,0,2,8,4,4,5,2,3,3,6,4,5,2,3,5,1,1,6,5,2
114,2,3,2,2,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,3,3
115,2,2,4,1,3,3,1,0,0,3,3,4,5,4,3,3,4,2,3,2,2
116,2,4,6,4,3,9,8,6,6,1,7,7,9,5,3,7,6,5,4,7,8
117,27,27,27,27,27,27,27,29,27,27,27,28,28,27,28,27,27,27,27,27,27
118,4,2,4,2,3,5,3,3,4,4,5,1,3,2,3,4,3,3,1,3,2
119,12,13,13,12,12,15,12,13,12,13,12,12,11,12,11,11,11,11,11,12,11
120,12,12,12,12,12,12,12,12,12,13,12,12,13,13,12,12,13,12,12,12,12
121,4,2,3,5,3,3,2,1,3,2,2,4,3,4,4,4,4,4,6,9,9
122,3,1,2,3,3,3,2,2,2,4,4,4,3,3,3,4,2,4,4,4,4
123,4,5,4,3,4,4,4,3,4,3,5,4,3,5,4,4,5,5,4,4,4
124,8,8,10,8,8,9,8,10,9,9,10,10,10,9,10,9,9,10,10,8,10
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
128,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
129,1,1,1,0,2,2,2,0,1,1,2,2,1,0,1,1,1,2,2,1,1
130,3,1,2,0,1,0,2,3,5,2,1,3,2,2,2,3,1,1,2,2,3
131,6,7,7,6,7,6,6,6,6,6,6,8,9,11,9,8,4,8,5,5,8
132,0,0,0,0,0,1,1,0,2,2,2,2,1,1,2,1,1,0,1,1,0
133,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6,6,5,6,6,5,6,6,6,6,7,5,5,6,6,7,7,8,6,6,6
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
138,2,1,1,1,1,3,1,1,1,2,1,2,1,2,2,1,2,0,1,1,0
139,1,3,3,2,2,4,2,2,4,3,2,5,1,3,3,2,4,6,3,5,4
140,46,60,74,46,54,46,54,51,78,70,55,37,60,43,67,98,70,51,41,75,79
141,20,40,22,40,40,40,41,29,38,55,46,62,53,40,50,72,53,55,47,64,29
142,0,1,1,0,1,1,0,1,2,1,0,1,2,2,1,2,2,3,2,2,1
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,7,5,4,3,9,6,6,8,11,4,4,8,8,6,6,10,9,7,6,10
145,76,131,184,187,208,199,223,213,144,237,151,164,142,111,73,128,48,92,53,20,62
146,13,15,7,41,40,30,26,52,49,63,29,51,72,38,17,19,13,14,6,17,6
147,7,7,5,5,5,8,6,8,6,8,8,9,11,5,6,7,7,7,7,6,5
148,7,8,9,13,13,10,8,3,5,17,16,19,12,12,10,10,8,5,12,7,8
149,6,6,6,5,5,5,5,5,6,7,5,6,7,5,5,6,5,5,6,5,6
150,8,11,14,2,20,44,24,20,8,23,4,8,11,25,14,12,5,19,16,15,25
151,5,12,13,10,31,23,40,51,56,68,69,63,56,49,33,38,21,16,15,22,15
152,1,6,12,4,3,10,5,11,1,10,16,14,2,3,10,4,11,9,23,12,4
153,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2
154,0,1,1,1,2,2,4,1,4,1,5,2,1,3,1,0,3,2,4,1,2
155,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
156,39,30,33,58,62,104,71,82,92,61,64,75,62,73,24,37,60,23,23,43,31
157,0,1,2,1,0,0,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2
158,3,7,4,3,6,4,6,9,1,0,5,5,3,2,7,3,4,6,3,1,2
159,79,84,116,77,131,95,77,92,134,101,206,101,120,72,93,64,64,76,79,80,86
160,4,5,5,12,24,20,27,8,22,27,22,13,5,12,30,40,30,24,29,7,20
161,57,62,63,71,59,57,62,57,57,57,80,88,63,74,63,71,82,81,87,57,74
162,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
163,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,1,1,1,1,2
164,52,61,110,86,84,56,65,61,51,80,88,57,47,41,64,39,74,58,37,32,38
165,0,3,1,6,8,7,15,14,17,10,12,12,13,11,5,8,10,9,3,4,4
166,5,4,6,9,11,12,6,9,12,9,11,14,10,7,7,6,6,5,10,7,4
167,15,14,31,21,19,16,20,16,12,29,5,16,25,15,15,37,32,32,14,26,10
168,2,2,2,1,2,1,1,1,4,1,2,0,1,1,1,1,2,1,3,3,3
169,2,3,4,8,8,5,6,7,8,7,5,3,4,2,5,5,7,7,6,6,5
170,5,6,8,12,12,11,15,15,10,23,13,19,10,7,12,10,10,8,8,5,5
171,3,0,2,5,3,5,4,6,6,4,3,5,4,1,3,2,2,3,7,7,5
172,9,7,13,9,8,11,21,8,19,8,7,6,13,14,6,7,26,7,8,15,16
173,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,2,0,1,1,1,2,2,4,4,2,4,1,3,1,2,1,2,2,4,2
176,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,6,11,8,5,14,6,11,14,10,12,8,15,12,6,6,13,9,3,16,0,6
179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,2,1,2,2,1,2,1,3,1,2,2,4,2,2,3,2,2,2,0,2,2
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,0,0,1,1,1
185,1,2,1,2,2,1,1,0,1,2,1,2,1,1,2,2,2,2,2,2,1
186,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
187,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
188,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1
189,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0
190,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,3,2,3,4,2,2,4,3,2,3,5,2,4,3,3,2,2,3,2,2,2
195,8,19,14,3,7,10,16,9,2,13,5,15,5,10,8,10,9,3,7,22,6
196,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,7,7,7,7,8,9,9,7,8,10,8,9,7,7,7,7,7,8,7,7,7
199,2,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2
200,2,2,2,2,2,3,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,5,7,6,5,5,9,4,3,9,11,6,6,6,4,5,10,6,2,5,7
204,1,1,1,1,1,0,2,1,1,0,1,2,1,1,1,0,1,1,1,1,1
205,10,7,3,11,4,12,6,8,8,12,10,10,10,10,8,3,1,7,9,9,11
206,2,9,1,2,10,4,6,5,8,4,6,8,6,6,6,4,4,5,4,7,3
207,24,28,33,39,25,39,52,53,55,51,47,37,15,41,65,62,62,84,68,49,39
208,24,37,30,34,36,28,36,42,47,57,59,34,39,34,41,36,40,34,34,29,24
209,17,15,23,20,16,17,15,15,13,14,23,20,17,17,16,20,18,18,24,21,17
210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
212,6,6,9,7,8,8,7,7,7,11,8,8,7,7,7,8,8,9,7,7,6
213,2,3,4,2,2,4,3,4,4,3,4,3,4,3,4,3,6,3,4,3,4
214,2,3,3,2,2,2,2,2,3,3,3,3,2,4,4,4,4,4,3,4,5
215,2,1,3,0,2,2,3,3,3,5,2,4,3,2,2,3,3,2,2,2,2
216,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
217,1,2,1,2,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1
218,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0
219,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1
220,12,11,13,15,14,11,12,13,14,13,16,14,11,15,15,11,11,13,13,14,8
221,27,31,27,49,30,29,33,54,36,36,36,40,54,44,45,46,43,60,45,41,32
222,14,12,16,15,9,11,11,41,30,22,6,7,7,14,18,13,10,17,8,15,9
223,6,15,12,15,11,8,18,13,17,18,9,8,9,11,8,17,10,7,6,9,13
224,47,47,50,53,48,47,48,48,47,53,48,47,47,47,52,47,47,49,52,48,56
225,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44
226,1,3,3,3,4,3,1,2,1,4,4,3,2,2,2,2,2,3,4,3,2
227,1,1,0,1,0,1,0,1,0,2,0,1,1,1,1,0,2,2,1,0,0
228,22,22,22,22,22,22,22,22,22,23,22,25,23,26,25,22,24,22,24,23,29
229,19,9,9,2,4,15,11,13,6,6,13,2,17,12,13,18,17,15,11,5,6
230,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
231,1,2,2,2,2,3,2,2,1,2,1,0,2,2,2,1,1,0,1,2,2
232,6,3,9,7,3,8,3,5,7,7,7,9,8,1,3,4,6,9,5,6,5
233,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
234,4,4,5,5,6,5,6,6,4,4,6,4,5,5,5,4,4,5,4,5,6
235,9,6,5,4,4,6,6,5,3,5,5,3,5,3,2,5,3,2,3,3,6
236,3,1,2,2,2,2,0,1,2,1,2,2,2,1,4,2,1,3,3,1,3
237,1,2,3,2,4,2,3,2,3,0,2,1,2,2,4,3,3,1,2,3,1
238,1,2,0,0,4,2,0,3,4,1,0,4,1,0,1,2,4,2,6,3,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,2,1,0,1,1,1,1,0,1,2,1,1,1,1,0,0,1,2,1,2
242,1,2,1,2,2,2,2,3,3,3,3,3,2,1,2,1,3,1,2,2,1
243,14,8,9,4,16,19,21,8,11,12,7,2,15,11,19,26,21,17,8,22,12
244,2,2,1,1,1,2,2,1,2,0,1,2,1,2,1,1,2,2,2,3,2
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2,5,7,5,5,5,5,5,3,4,6,4,6,5,3,3,3,6,4,6,5
247,8,9,10,9,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8
248,133,94,145,178,114,98,108,87,94,107,106,102,62,90,89,89,58,140,129,96,113
249,19,11,22,21,16,19,16,12,10,28,22,22,23,16,12,22,18,20,19,25,33
250,18,13,18,14,14,10,13,21,23,20,22,24,17,15,18,17,19,18,6,12,12
251,112,112,112,120,131,115,133,112,112,113,116,124,112,125,115,120,119,112,116,116,112
252,11,7,16,16,2,6,19,20,14,6,9,5,5,28,8,12,20,6,23,10,5
253,7,14,14,6,10,12,15,9,16,17,18,19,21,18,13,20,11,18,17,16,18
254,88,88,62,103,119,109,100,110,103,96,97,97,117,112,98,123,104,123,107,92,72
255,44,42,44,48,45,42,23,36,46,46,41,42,54,73,53,50,60,50,52,43,34
256,135,117,75,116,150,75,169,142,77,100,128,79,114,74,131,101,124,125,166,103,133
257,23,16,24,22,27,20,31,14,26,19,12,20,31,22,15,22,32,30,10,13,24
258,0,1,2,2,0,2,0,1,2,1,3,4,2,3,4,1,3,2,0,3,2
259,2,2,0,1,3,2,4,3,2,4,2,2,4,3,2,2,2,2,4,1,3
260,16,21,20,16,19,15,29,24,17,24,42,39,47,33,39,37,21,33,31,25,33
261,2,2,1,1,3,1,2,2,1,0,1,2,2,2,2,2,3,1,1,2,3
262,2,8,5,6,6,9,3,9,10,4,6,10,4,8,1,7,10,15,9,7,13
263,5,1,8,3,7,3,8,4,6,5,4,5,3,6,4,5,8,8,5,4,5
264,0,1,2,1,1,2,1,1,3,0,1,1,1,1,1,1,1,1,2,1,2
265,6,9,10,3,10,6,11,6,12,10,13,13,11,9,10,10,12,14,17,12,9
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,15,18,18,17,14,16,17,12,15,14,17,18,18,14,17,16,16,18,20,17,17
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,0,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,18,26,14,43,24,16,11,10,28,22,14,17,11,21,11,8,14,21,23,18,36
272,89,178,188,237,209,142,108,122,200,213,198,152,188,120,186,169,218,208,252,172,150
273,20,14,15,15,31,18,19,11,16,21,18,22,31,32,20,11,23,25,14,27,15
274,54,81,117,135,182,122,54,157,107,189,191,171,87,127,94,117,139,110,98,120,127
275,19,16,26,23,18,28,24,16,23,34,24,27,25,11,16,29,26,22,32,14,13
276,2,1,1,1,1,3,2,2,1,0,2,3,4,6,4,2,6,3,3,2,4
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,16,14,2,7,23,0,0,21,26,19,11,16,25,15,6,16,13,7,3,21
279,3,3,5,5,6,5,6,4,5,4,7,5,7,5,6,5,6,6,4,4,5
280,7,25,27,33,27,24,23,22,15,32,31,18,25,22,11,18,17,11,13,21,12
281,45,45,50,30,38,29,27,38,39,31,46,28,26,38,33,68,62,51,58,76,93
282,11,6,9,7,7,9,8,14,6,8,8,6,7,8,9,12,6,10,6,7,5
283,0,1,7,3,5,13,8,0,0,2,0,8,4,2,0,0,2,4,3,0,0
284,3,1,4,1,2,0,4,2,0,2,3,3,1,4,3,1,4,5,4,1,4
285,21,37,39,26,20,18,19,21,22,16,23,20,17,12,17,18,25,26,22,27,22
286,94,132,112,143,162,100,90,73,126,160,123,107,129,84,92,106,91,122,134,142,107
287,2,5,4,7,8,7,3,4,6,4,5,2,8,4,3,6,8,5,2,5,2
288,2,1,2,1,1,3,2,2,2,1,5,2,3,1,6,4,0,2,1,1,1
289,1,2,1,2,0,1,1,3,1,4,1,0,0,0,1,1,1,1,1,0,1
290,1,1,2,1,0,1,1,1,3,1,1,1,0,2,1,0,2,1,0,1,1
291,7,4,8,9,8,10,9,12,6,11,11,5,14,14,5,7,8,12,15,9,7
292,9,6,8,10,13,4,12,9,6,17,14,12,14,16,16,7,12,16,24,12,17
293,3,5,2,9,8,2,2,5,6,8,3,3,4,2,6,7,10,9,8,8,6
294,14,15,14,15,15,14,14,16,14,17,14,14,14,14,16,14,17,14,14,14,14
295,3,4,3,3,2,3,4,3,2,2,5,4,3,3,8,5,8,2,4,6,6
296,4,3,5,6,6,4,3,2,4,5,5,4,5,6,5,4,3,4,6,4,3
297,0,0,1,2,0,1,2,0,2,1,2,0,3,4,2,2,1,3,1,3,1
298,8,10,18,4,9,18,13,15,3,13,15,17,15,12,21,11,9,20,12,11,5
299,7,4,4,7,3,5,4,4,3,6,3,4,6,6,3,7,7,4,3,3,5
300,15,17,16,10,13,21,10,21,15,18,16,19,13,10,9,3,13,19,10,15,16
301,36,31,36,32,33,27,56,30,66,29,34,23,28,28,36,23,36,25,25,31,28
302,12,13,9,10,8,10,16,12,14,12,10,13,11,11,14,11,10,12,14,12,18
303,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
304,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,2,1,1,1,2
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
